1,1,2,false
2,1,2,false
3,1,2,false
4,1,2,false
5,1,2,false
6,1,2,false
7,1,2,false
8,1,2,false
9,1,2,false
10,1,2,false
11,1,2,false
12,1,2,false
13,1,2,false
14,1,2,false
15,1,2,false
16,1,2,false
17,1,2,false
18,1,2,false
19,1,2,false
20,1,2,false
21,1,2,false
22,1,2,false
23,1,2,false
24,1,2,false
25,1,2,false
26,1,2,false
27,1,2,false
28,1,2,false
29,1,2,false
30,1,2,false
31,1,2,false
32,1,2,false
33,1,2,false
34,1,2,false
35,1,2,false
36,1,2,false
37,1,2,false
38,1,2,false
39,1,2,false
40,1,2,false
41,1,2,false
42,1,2,false
43,1,2,false
44,1,2,false
45,1,2,false
46,1,2,false
47,1,2,false
48,1,2,false
49,1,2,false
50,1,2,false
51,1,2,false
52,1,2,false
53,1,2,false
54,1,2,false
55,1,2,false
56,1,2,false
57,1,2,false
58,1,2,false
59,1,2,false
60,1,2,false
61,1,2,false
62,1,2,false
63,1,2,false
64,1,2,false
65,1,2,false
66,1,2,false
67,1,2,false
68,1,2,false
69,1,2,false
70,1,2,false
71,1,2,false
72,1,2,false
73,1,2,false
74,1,2,false
75,1,2,false
76,1,2,false
77,1,2,false
78,1,2,false
79,1,2,false
80,1,2,false
81,1,2,false
82,1,2,false
83,1,2,false
84,1,2,false
85,1,2,false
86,1,2,false
87,1,2,false
88,1,2,false
89,1,2,false
90,1,2,false
91,1,2,false
92,1,2,false
93,1,2,false
94,1,2,false
95,1,2,false
96,1,2,false
97,1,2,false
98,1,2,false
99,1,2,false
100,1,2,false
1,4,3,true
2,4,3,false
3,4,3,false
4,4,3,false
5,4,3,false
6,4,3,false
7,4,3,false
8,4,3,false
9,4,3,false
10,4,3,false
11,4,3,false
12,4,3,false
13,4,3,false
14,4,3,false
15,4,3,false
16,4,3,false
17,4,3,false
18,4,3,false
19,4,3,false
20,4,3,false
21,4,3,false
22,4,3,false
23,4,3,false
24,4,3,false
25,4,3,false
26,4,3,false
27,4,3,false
28,4,3,false
29,4,3,false
30,4,3,false
31,4,3,false
32,4,3,false
33,4,3,false
34,4,3,false
35,4,3,false
36,4,3,false
37,4,3,false
38,4,3,false
39,4,3,false
40,4,3,false
41,4,3,false
42,4,3,false
43,4,3,false
44,4,3,false
45,4,3,false
46,4,3,false
47,4,3,false
48,4,3,false
49,4,3,false
50,4,3,false
51,4,3,false
52,4,3,false
53,4,3,false
54,4,3,false
55,4,3,false
56,4,3,false
57,4,3,false
58,4,3,false
59,4,3,false
60,4,3,false
61,4,3,false
62,4,3,false
63,4,3,false
64,4,3,false
65,4,3,false
66,4,3,false
67,4,3,false
68,4,3,false
69,4,3,false
70,4,3,false
71,4,3,false
72,4,3,false
73,4,3,false
74,4,3,false
75,4,3,false
76,4,3,false
77,4,3,false
78,4,3,false
79,4,3,false
80,4,3,false
81,4,3,false
82,4,3,false
83,4,3,false
84,4,3,false
85,4,3,false
86,4,3,false
87,4,3,false
88,4,3,false
89,4,3,false
90,4,3,false
91,4,3,false
92,4,3,false
93,4,3,false
94,4,3,false
95,4,3,false
96,4,3,false
97,4,3,false
98,4,3,false
99,4,3,false
100,4,3,false
1,9,4,false
2,9,4,false
3,9,4,false
4,9,4,false
5,9,4,false
6,9,4,false
7,9,4,false
8,9,4,false
9,9,4,false
10,9,4,false
11,9,4,false
12,9,4,false
13,9,4,false
14,9,4,false
15,9,4,false
